        TIME,  PDCSAP_FLUX
 131.5120443,7.8653555e+03
 131.5324789,7.8515386e+03
 131.5529134,7.8568887e+03
 131.5733477,7.8625361e+03
 131.5937822,7.8427529e+03
 131.6142168,7.8600532e+03
 131.6346512,7.8556963e+03
 131.6550857,7.8519004e+03
 131.6755202,7.8664702e+03
 131.6959547,7.8503101e+03
 131.7163891,7.8652397e+03
 131.7368236,7.8597939e+03
 131.7572581,7.8584380e+03
 131.7776925,7.8588374e+03
 131.7981270,7.8641450e+03
 131.8185616,7.8674727e+03
 131.8389960,7.8618931e+03
 131.8594304,7.8566533e+03
 131.8798649,7.8589497e+03
 131.9002994,7.8594204e+03
 131.9207339,7.8595166e+03
 131.9411684,7.8551543e+03
 131.9616028,7.8538213e+03
 131.9820373,7.8619766e+03
 132.0024718,7.8653696e+03
 132.0229062,7.8609819e+03
 132.0433407,7.8560830e+03
 132.0637752,7.8577832e+03
 132.0842096,7.8560498e+03
 132.1046441,7.8536333e+03
 132.1250787,7.8550396e+03
 132.1455130,7.8547925e+03
 132.1659475,7.8614658e+03
 132.1863821,7.8634663e+03
 132.2068166,7.8544517e+03
 132.2272509,7.8569048e+03
 132.2476854,7.8526484e+03
 132.2681200,7.8581226e+03
 132.2885544,7.8544272e+03
 132.3089888,7.8588818e+03
 132.3294234,7.8509878e+03
 132.3498578,7.8555352e+03
 132.3702923,7.8548843e+03
 132.3907268,7.8550996e+03
 132.4111612,7.8622798e+03
 132.4315957,7.8509351e+03
 132.4520302,7.8570020e+03
 132.4724648,7.8542124e+03
 132.4928991,7.8580371e+03
 132.5133336,7.8557871e+03
 132.5337680,7.8587104e+03
 132.5542026,7.8587588e+03
 132.5746370,7.8626021e+03
 132.5950714,7.8587969e+03
 132.6155060,7.8443940e+03
 132.6359405,7.8568818e+03
 132.6563750,7.8558716e+03
 132.6768093,7.8563052e+03
 132.6972439,7.8550488e+03
 132.7176784,7.8532710e+03
 132.7381128,7.8562070e+03
 132.7585473,7.8574634e+03
 132.7789818,7.8547676e+03
 132.7994162,7.8558359e+03
 132.8198507,7.8570308e+03
 132.8402852,7.8507681e+03
 132.8607196,7.8559590e+03
 132.8811541,7.8666362e+03
 132.9015887,7.8561172e+03
 132.9220230,7.8601816e+03
 132.9424575,7.8563164e+03
 132.9628920,7.8557080e+03
 132.9833266,7.8543325e+03
 133.0037610,7.8564858e+03
 133.0241954,7.8538672e+03
 133.0446299,7.8632559e+03
 133.0650644,7.8605034e+03
 133.0854989,7.8543169e+03
 133.1059333,7.8530132e+03
 133.1263678,7.8502251e+03
 133.1468023,7.8546689e+03
 133.1672368,7.8554468e+03
 133.1876712,7.8530693e+03
 133.2081058,7.8561689e+03
 133.2285402,7.8524077e+03
 133.2489747,7.8517012e+03
 133.2694091,7.8534717e+03
 133.2898436,7.8426255e+03
 133.3102781,7.8097407e+03
 133.3307125,7.7978462e+03
 133.3511470,7.7964751e+03
 133.3715815,7.8019688e+03
 133.3920160,7.7961455e+03
 133.4124505,7.8017676e+03
 133.4328849,7.8070225e+03
 133.4533194,7.8304048e+03
 133.4737538,7.8512217e+03
 133.4941884,7.8575317e+03
 133.5146228,7.8585347e+03
 133.5350572,7.8527236e+03
 133.5554918,7.8474526e+03
 133.5759263,7.8450649e+03
 133.5963606,7.8483145e+03
 133.6167951,7.8537998e+03
 133.6372297,7.8528584e+03
 133.6576642,7.8490249e+03
 133.6780985,7.8553555e+03
 133.6985331,7.8482847e+03
 133.7189676,7.8494478e+03
 133.7394020,7.8497241e+03
 133.7598364,7.8555742e+03
 133.7802710,7.8919111e+03
 133.8007054,7.8507964e+03
 133.8211398,7.8518159e+03
 133.8415743,7.8594985e+03
 133.8620088,7.8494131e+03
 133.8824433,7.8555796e+03
 133.9028777,7.8518823e+03
 133.9233122,7.8465288e+03
 133.9437467,7.8495645e+03
 133.9641812,7.8513628e+03
 133.9846155,7.8408794e+03
 134.0050501,7.8528662e+03
 134.0254846,7.8479209e+03
 134.0459190,7.8456895e+03
 134.0663535,7.8480537e+03
 134.0867880,7.8547617e+03
 134.1072224,7.8509800e+03
 134.1276569,7.8560459e+03
 134.1480914,7.8518345e+03
 134.1685259,7.8560879e+03
 134.1889603,7.8484985e+03
 134.2093948,7.8471333e+03
 134.2298293,7.8545073e+03
 134.2502637,7.8476411e+03
 134.2706982,7.8517056e+03
 134.2911327,7.8516421e+03
 134.3115671,7.8481104e+03
 134.3320016,7.8615659e+03
 134.3524362,7.8647339e+03
 134.3728705,7.8543218e+03
 134.3933050,         null
 134.4137395,7.8500156e+03
 134.4341739,7.8479780e+03
 134.4546084,7.8466914e+03
 134.4750429,7.8538496e+03
 134.4954775,7.8460986e+03
 134.5159118,7.8527549e+03
 134.5363463,7.8571064e+03
 134.5567807,7.8588076e+03
 134.5772153,7.8558989e+03
 134.5976497,7.8560010e+03
 134.6180841,7.8560449e+03
 134.6385186,7.8514185e+03
 134.6589531,7.8511958e+03
 134.6793876,7.8559209e+03
 134.6998221,7.8619844e+03
 134.7202566,7.8545781e+03
 134.7406910,7.8556982e+03
 134.7611254,7.8510483e+03
 134.7815599,7.8504951e+03
 134.8019944,7.8530874e+03
 134.8224289,7.8545767e+03
 134.8428633,7.8555679e+03
 134.8632979,7.8551426e+03
 134.8837323,7.8428604e+03
 134.9041668,7.8648311e+03
 134.9246012,7.8443916e+03
 134.9450357,7.8547676e+03
 134.9654702,7.8509927e+03
 134.9859046,7.8551792e+03
 135.0063392,7.8508955e+03
 135.0267736,7.8568052e+03
 135.0472080,7.8509731e+03
 135.0676425,7.8524131e+03
 135.0880770,7.8530615e+03
 135.1085114,7.8546787e+03
 135.1289459,7.8495693e+03
 135.1493805,7.8557686e+03
 135.1698149,7.8526938e+03
 135.1902493,7.8551260e+03
 135.2106838,7.8558560e+03
 135.2311183,7.8461611e+03
 135.2515527,7.8573877e+03
 135.2719872,7.8514795e+03
 135.2924215,7.8602402e+03
 135.3128561,7.8518042e+03
 135.3332906,7.8575273e+03
 135.3537250,7.8558950e+03
 135.3741595,7.8519521e+03
 135.3945940,7.8583149e+03
 135.4150285,7.8513027e+03
 135.4354628,7.8531362e+03
 135.4558974,7.8460298e+03
 135.4763319,7.8514277e+03
 135.4967663,7.8534888e+03
 135.5172008,7.8565312e+03
 135.5376353,7.8574282e+03
 135.5580697,7.8610430e+03
 135.5785041,7.8610610e+03
 135.5989387,7.8549653e+03
 135.6193731,7.8610161e+03
 135.6398075,7.8559360e+03
 135.6602421,7.8540234e+03
 135.6806766,7.8467100e+03
 135.7011109,7.8530742e+03
 135.7215454,7.8551885e+03
 135.7419800,7.8460156e+03
 135.7624144,7.8521675e+03
 135.7828488,7.8578589e+03
 135.8032834,7.8564106e+03
 135.8237178,7.8625430e+03
 135.8441522,7.8481436e+03
 135.8645867,7.8455498e+03
 135.8850212,7.8420083e+03
 135.9054556,7.8541245e+03
 135.9258901,7.8576499e+03
 135.9463245,7.8547656e+03
 135.9667590,7.8542656e+03
 135.9871935,7.8529248e+03
 136.0076279,7.8575200e+03
 136.0280624,7.8531377e+03
 136.0484969,7.8524614e+03
 136.0689313,7.8498145e+03
 136.0893658,7.8440312e+03
 136.1098003,7.8550005e+03
 136.1302348,7.8440107e+03
 136.1506692,7.8487437e+03
 136.1711037,7.8536108e+03
 136.1915382,7.8539590e+03
 136.2119726,7.8581587e+03
 136.2324070,7.8571841e+03
 136.2528416,7.8626909e+03
 136.2732760,7.8531128e+03
 136.2937104,7.8599194e+03
 136.3141450,7.8526479e+03
 136.3345794,7.8551484e+03
 136.3550138,7.8574375e+03
 136.3754483,7.8546592e+03
 136.3958828,7.8538740e+03
 136.4163172,7.8574023e+03
 136.4367517,7.8547319e+03
 136.4571863,7.8496094e+03
 136.4776206,7.8513418e+03
 136.4980551,7.8501597e+03
 136.5184896,7.8517485e+03
 136.5389240,7.8505444e+03
 136.5593585,7.8542163e+03
 136.5797930,7.8471396e+03
 136.6002274,7.8396465e+03
 136.6206619,7.8573345e+03
 136.6410964,7.8527515e+03
 136.6615308,7.8491841e+03
 136.6819653,7.8509487e+03
 136.7023998,7.8508696e+03
 136.7228342,7.8468892e+03
 136.7432686,7.8536987e+03
 136.7637032,7.8504482e+03
 136.7841376,7.8475591e+03
 136.8045720,7.8521616e+03
 136.8250066,7.8513711e+03
 136.8454410,7.8503350e+03
 136.8658755,7.8476768e+03
 136.8863099,7.8512192e+03
 136.9067444,7.8546562e+03
 136.9271789,7.8528203e+03
 136.9476133,7.8444224e+03
 136.9680478,7.8481709e+03
 136.9884823,7.8674136e+03
 137.0089167,7.8480439e+03
 137.0293511,7.8466152e+03
 137.0497857,7.8463799e+03
 137.0702201,7.8404067e+03
 137.0906545,7.8554717e+03
 137.1110891,7.8521934e+03
 137.1315235,7.8417144e+03
 137.1519579,7.8453745e+03
 137.1723924,7.8468096e+03
 137.1928269,7.8458999e+03
 137.2132613,7.8455659e+03
 137.2336958,7.8477300e+03
 137.2541301,7.8449639e+03
 137.2745647,7.8350054e+03
 137.2949992,7.8449995e+03
 137.3154335,7.8349131e+03
 137.3358681,7.8394531e+03
 137.3563026,7.8577974e+03
 137.3767370,         null
 137.3971714,7.8487002e+03
 137.4176060,7.8487363e+03
 137.4380404,7.8444023e+03
 137.4584748,7.8450366e+03
 137.4789093,7.8415391e+03
 137.4993438,7.8489780e+03
 137.5197782,7.8447466e+03
 137.5402126,7.8480234e+03
 137.5606472,7.8503369e+03
 137.5810816,7.8414458e+03
 137.6015160,7.8478413e+03
 137.6219506,7.8381021e+03
 137.6423851,7.8463276e+03
 137.6628194,7.8420229e+03
 137.6832539,7.8575415e+03
 137.7036884,7.8494043e+03
 137.7241228,7.8462676e+03
 137.7445573,7.8458262e+03
 137.7649918,7.8431958e+03
 137.7854262,7.8408970e+03
 137.8058607,7.8434297e+03
 137.8262950,7.8400405e+03
 137.8467296,7.8467373e+03
 137.8671641,7.8390972e+03
 137.8875985,7.8459375e+03
 137.9080329,7.8483560e+03
 137.9284674,7.8436104e+03
 137.9489019,7.8537017e+03
 137.9693363,7.8452065e+03
 137.9897708,7.8443569e+03
 138.0102053,7.8606836e+03
 138.0306397,7.8426108e+03
 138.0510741,7.8465186e+03
 138.0715087,7.8464570e+03
 138.0919431,7.8457798e+03
 138.1123775,7.8494780e+03
 138.1328121,7.8523862e+03
 138.1532465,7.8468540e+03
 138.1736809,7.8421978e+03
 138.1941153,7.8438936e+03
 138.2145499,7.8376548e+03
 138.2349844,7.8532744e+03
 138.2554187,7.8411973e+03
 138.2758533,7.8479780e+03
 138.2962878,7.8350430e+03
 138.3167221,7.7973608e+03
 138.3371566,7.7885029e+03
 138.3575911,7.7883877e+03
 138.3780256,7.7888560e+03
 138.3984600,7.7893892e+03
 138.4188945,7.7976763e+03
 138.4393290,7.7934468e+03
 138.4597633,7.8165713e+03
 138.4801978,7.8403496e+03
 138.5006324,7.8457583e+03
 138.5210667,7.8420200e+03
 138.5415012,7.8482397e+03
 138.5619356,7.8480840e+03
 138.5823701,7.8442964e+03
 138.6028046,7.8417856e+03
 138.6232390,7.8385815e+03
 138.6436735,7.8469888e+03
 138.6641080,7.8465342e+03
 138.6845424,7.8449058e+03
 138.7049768,7.8417661e+03
 138.7254113,7.8388091e+03
 138.7458458,7.8464209e+03
 138.7662802,7.8440195e+03
 138.7867147,7.8383315e+03
 138.8071492,7.8477310e+03
 138.8275835,7.8392017e+03
 138.8480180,7.8409175e+03
 138.8684525,7.8414634e+03
 138.8888870,7.8458984e+03
 138.9093214,7.8463330e+03
 138.9297559,7.8431196e+03
 138.9501904,7.8467539e+03
 138.9706247,7.8483721e+03
 138.9910592,7.8437612e+03
 139.0114938,7.8400474e+03
 139.0319281,7.8488799e+03
 139.0523626,7.8441016e+03
 139.0727971,7.8411948e+03
 139.0932315,7.8418193e+03
 139.1136660,7.8405728e+03
 139.1341004,7.8449116e+03
 139.1545349,7.8403477e+03
 139.1749693,7.8415532e+03
 139.1954038,7.8399097e+03
 139.2158381,7.8423555e+03
 139.2362727,7.8479531e+03
 139.2567072,7.8350127e+03
 139.2771415,7.8434233e+03
 139.2975761,7.8402578e+03
 139.3180105,7.8417886e+03
 139.3384450,7.8452046e+03
 139.3588794,7.8460898e+03
 139.3793139,7.8440811e+03
 139.3997484,7.8438110e+03
 139.4201827,7.8464097e+03
 139.4406173,7.8399878e+03
 139.4610517,7.8387837e+03
 139.4814861,7.8375522e+03
 139.5019206,7.8438633e+03
 139.5223551,7.8571279e+03
 139.5427895,7.8437871e+03
 139.5632239,7.8421509e+03
 139.5836585,7.8465005e+03
 139.6040928,7.8399307e+03
 139.6245273,7.8410220e+03
 139.6449618,7.8421826e+03
 139.6653963,7.8378867e+03
 139.6858307,7.8490835e+03
 139.7062651,7.8470571e+03
 139.7266996,7.8472622e+03
 139.7471340,7.8488062e+03
 139.7675685,7.8438188e+03
 139.7880029,7.8465342e+03
 139.8084374,7.8467920e+03
 139.8288719,7.8401787e+03
 139.8493063,7.8486328e+03
 139.8697408,7.8471465e+03
 139.8901752,7.8581460e+03
 139.9106097,7.8431084e+03
 139.9310441,7.8434780e+03
 139.9514787,7.8486309e+03
 139.9719131,7.8446040e+03
 139.9923475,7.8448364e+03
 140.0127819,7.8388042e+03
 140.0332164,7.8460098e+03
 140.0536509,7.8460723e+03
 140.0740853,7.8441929e+03
 140.0945198,7.8415708e+03
 140.1149542,7.8374277e+03
 140.1353887,7.8504756e+03
 140.1558230,7.8559834e+03
 140.1762576,7.8391475e+03
 140.1966921,7.8433198e+03
 140.2171264,7.8415039e+03
 140.2375610,7.8441299e+03
 140.2579954,7.8514561e+03
 140.2784298,7.8438184e+03
 140.2988642,7.8399917e+03
 140.3192988,7.8504077e+03
 140.3397331,7.8450542e+03
 140.3601676,         null
 140.3806020,7.8465420e+03
 140.4010366,7.8419404e+03
 140.4214710,7.8460322e+03
 140.4419054,7.8457861e+03
 140.4623400,7.8509106e+03
 140.4827743,7.8485464e+03
 140.5032088,7.8465132e+03
 140.5236431,7.8450723e+03
 140.5440777,7.8506812e+03
 140.5645121,7.8515474e+03
 140.5849466,7.8441187e+03
 140.6053810,7.8410977e+03
 140.6258155,7.8440029e+03
 140.6462499,7.8470234e+03
 140.6666843,7.8475547e+03
 140.6871188,7.8488486e+03
 140.7075533,7.8477866e+03
 140.7279877,7.8543359e+03
 140.7484222,7.8476685e+03
 140.7688567,7.8515654e+03
 140.7892910,7.8448374e+03
 140.8097255,7.8497017e+03
 140.8301600,7.8440908e+03
 140.8505945,7.8565454e+03
 140.8710288,7.8532222e+03
 140.8914633,7.8512173e+03
 140.9118978,7.8553691e+03
 140.9323322,7.8472734e+03
 140.9527666,7.8504551e+03
 140.9732012,7.8477559e+03
 140.9936355,7.8463457e+03
 141.0140700,7.8476055e+03
 141.0345044,7.8481646e+03
 141.0549389,7.8487349e+03
 141.0753733,7.8482715e+03
 141.0958078,7.8488701e+03
 141.1162422,7.8517603e+03
 141.1366767,7.8558755e+03
 141.1571111,7.8455098e+03
 141.1775455,7.8540938e+03
 141.1979800,7.8555723e+03
 141.2184145,7.8538760e+03
 141.2388488,7.8497808e+03
 141.2592834,7.8515381e+03
 141.2797178,7.8482856e+03
 141.3001522,7.8506924e+03
 141.3205866,7.8459082e+03
 141.3410212,7.8538950e+03
 141.3614556,7.8496333e+03
 141.3818900,7.8454033e+03
 141.4023244,7.8583271e+03
 141.4227590,7.8505117e+03
 141.4431934,7.8549355e+03
 141.4636278,7.8463730e+03
 141.4840623,7.8535278e+03
 141.5044968,7.8489009e+03
 141.5249311,7.8406943e+03
 141.5453656,7.8481616e+03
 141.5658000,7.8454209e+03
 141.5862346,8.4034014e+03
 141.6066689,7.8453442e+03
 141.6271035,7.8506221e+03
 141.6475379,7.8448452e+03
 141.6679723,7.8518931e+03
 141.6884067,7.8451685e+03
 141.7088413,7.8493589e+03
 141.7292756,7.8564219e+03
 141.7497101,7.8423657e+03
 141.7701446,7.8485391e+03
 141.7905790,7.8440454e+03
 141.8110134,7.8441133e+03
 141.8314479,7.8479800e+03
 141.8518823,7.8385781e+03
 141.8723168,7.8450991e+03
 141.8927512,7.8459219e+03
 141.9131858,7.8494336e+03
 141.9336201,7.8445298e+03
 141.9540546,7.8464111e+03
 141.9744889,7.8470068e+03
 141.9949235,7.8444443e+03
 142.0153579,7.8418892e+03
 142.0357923,7.8491313e+03
 142.0562267,7.8410918e+03
 142.0766612,7.8444097e+03
 142.0970957,7.8501074e+03
 142.1175300,7.8437109e+03
 142.1379646,7.8493672e+03
 142.1583990,7.8361802e+03
 142.1788334,7.8416914e+03
 142.1992678,7.8417544e+03
 142.2197024,7.8307681e+03
 142.2401367,7.8421216e+03
 142.2605712,7.8411665e+03
 142.2810057,7.8363647e+03
 142.3014401,7.8466543e+03
 142.3218745,7.8452939e+03
 142.3423090,7.8368818e+03
 142.3627435,7.8444546e+03
 142.3831778,7.8405156e+03
 142.4036123,7.8492339e+03
 142.4240468,7.8355020e+03
 142.4444812,7.8337197e+03
 142.4649156,7.8346562e+03
 142.4853500,7.8381304e+03
 142.5057845,7.8432188e+03
 142.5262190,7.8408726e+03
 142.5466534,7.8423750e+03
 142.5670878,7.8404512e+03
 142.5875223,7.8448506e+03
 142.6079567,7.8466265e+03
 142.6283911,7.8426621e+03
 142.6488256,7.8382104e+03
 142.6692601,7.8384165e+03
 142.6896944,7.8419463e+03
 142.7101289,7.8375034e+03
 142.7305634,7.8404282e+03
 142.7509978,7.8326123e+03
 142.7714322,7.8371675e+03
 142.7918667,7.8396641e+03
 142.8123011,7.8456362e+03
 142.8327355,7.8442114e+03
 142.8531700,7.8375625e+03
 142.8736045,7.8392300e+03
 142.8940389,7.8395068e+03
 142.9144733,7.8405630e+03
 142.9349079,7.8399219e+03
 142.9553422,7.8430347e+03
 142.9757766,7.8432300e+03
 142.9962110,7.8374702e+03
 143.0166455,7.8399941e+03
 143.0370800,7.8389946e+03
 143.0575144,7.8479541e+03
 143.0779489,7.8425449e+03
 143.0983833,7.8365708e+03
 143.1188177,7.8376626e+03
 143.1392522,7.8365444e+03
 143.1596866,7.8428174e+03
 143.1801211,7.8360820e+03
 143.2005554,7.8359019e+03
 143.2209899,7.8376411e+03
 143.2414244,7.8367432e+03
 143.2618588,7.8378364e+03
 143.2822933,7.8424512e+03
 143.3027277,7.8320151e+03
 143.3231622,7.7972061e+03
 143.3435966,         null
 143.3640309,7.7867368e+03
 143.3844655,7.7923296e+03
 143.4048999,7.7751235e+03
 143.4253343,7.7934624e+03
 143.4457688,7.8438965e+03
 143.4662033,7.8124468e+03
 143.4866376,7.8431821e+03
 143.5070720,7.8372310e+03
 143.5275066,7.8405776e+03
 143.5479410,7.8323062e+03
 143.5683754,7.8313633e+03
 143.5888099,7.8350454e+03
 143.6092443,7.8329551e+03
 143.6296787,7.8365352e+03
 143.6501131,7.8345024e+03
 143.6705477,7.8377559e+03
 143.6909820,7.8327437e+03
 143.7114164,7.8415449e+03
 143.7318509,7.8376025e+03
 143.7522853,7.8421460e+03
 143.7727198,7.8353125e+03
 143.7931542,7.8434136e+03
 143.8135886,7.8356411e+03
 143.8340231,7.8456665e+03
 143.8544575,7.8383794e+03
 143.8748919,7.8446011e+03
 143.8953264,7.8398252e+03
 143.9157608,7.8430996e+03
 143.9361952,7.8365459e+03
