        TIME,  PDCSAP_FLUX
 352.3772868,         null
 352.3977197,5.2811978e+03
 352.4181527,         null
 352.4385855,5.2788345e+03
 352.4590183,5.2782324e+03
 352.4794512,5.2814409e+03
 352.4998841,5.2759800e+03
 352.5203170,5.2730234e+03
 352.5407497,5.2798418e+03
 352.5611827,5.2779800e+03
 352.5816156,5.2888369e+03
 352.6020484,5.2915645e+03
 352.6224813,5.2907520e+03
 352.6429142,5.2807485e+03
 352.6633471,5.2831880e+03
 352.6837800,5.2896968e+03
 352.7042129,5.2857852e+03
 352.7246457,5.2846680e+03
 352.7450786,5.2894224e+03
 352.7655115,5.2868164e+03
 352.7859444,5.2908032e+03
 352.8063771,5.2867954e+03
 352.8268101,5.2743638e+03
 352.8472430,5.2753574e+03
 352.8676758,5.2900112e+03
 352.8881088,5.2883408e+03
 352.9085416,5.2852124e+03
 352.9289744,5.2848037e+03
 352.9494074,5.2855508e+03
 352.9698403,5.2890127e+03
 352.9902730,         null
 353.0107059,5.2870122e+03
 353.0311389,5.2867046e+03
 353.0515718,5.2878672e+03
 353.0720046,5.2860498e+03
 353.0924375,5.2805254e+03
 353.1128704,5.2929893e+03
 353.1333032,5.2889795e+03
 353.1537362,5.2908901e+03
 353.1741691,5.2937744e+03
 353.1946018,5.2940093e+03
 353.2150348,5.2891060e+03
 353.2354677,5.2934868e+03
 353.2559005,5.2901802e+03
 353.2763334,5.2866611e+03
 353.2967664,5.3023018e+03
 353.3171991,5.2895571e+03
 353.3376320,5.2890645e+03
 353.3580649,5.2810806e+03
 353.3784978,5.2928647e+03
 353.3989307,5.2904268e+03
 353.4193637,5.2906050e+03
 353.4397964,5.2895894e+03
 353.4602293,5.2876533e+03
 353.4806623,5.2866162e+03
 353.5010951,5.2906533e+03
 353.5215280,5.2921714e+03
 353.5419609,5.2974116e+03
 353.5623937,5.2839390e+03
 353.5828266,5.2964204e+03
 353.6032595,5.2885176e+03
 353.6236924,5.2949111e+03
 353.6441253,5.2865654e+03
 353.6645582,5.2871450e+03
 353.6849911,5.2875444e+03
 353.7054239,5.2864009e+03
 353.7258568,5.2798540e+03
 353.7462898,5.2926289e+03
 353.7667226,5.2890405e+03
 353.7871555,         null
 353.8075883,5.2932114e+03
 353.8280212,5.2901948e+03
 353.8484541,5.2932217e+03
 353.8688870,5.2932544e+03
 353.8893199,5.2920776e+03
 353.9097528,5.2931074e+03
 353.9301857,5.3016592e+03
 353.9506186,5.2920200e+03
 353.9710514,5.2802979e+03
 353.9914843,5.3001694e+03
 354.0119171,5.2826089e+03
 354.0323501,5.2909482e+03
 354.0527830,5.2831816e+03
 354.0732158,5.2862256e+03
 354.0936488,5.2904102e+03
 354.1140817,5.2847456e+03
 354.1345145,5.2893379e+03
 354.1549474,5.2926123e+03
 354.1753802,5.2877163e+03
 354.1958131,5.2821055e+03
 354.2162461,5.2893833e+03
 354.2366790,5.2878677e+03
 354.2571118,5.2864502e+03
 354.2775447,5.2877930e+03
 354.2979777,5.2795859e+03
 354.3184105,5.2921714e+03
 354.3388433,5.2883809e+03
 354.3592763,5.2968271e+03
 354.3797091,5.2855576e+03
 354.4001420,5.2904297e+03
 354.4205750,5.2887710e+03
 354.4410078,5.2923545e+03
 354.4614407,5.2800229e+03
 354.4818737,5.2974521e+03
 354.5023065,5.2921982e+03
 354.5227394,5.2857598e+03
 354.5431723,5.2935225e+03
 354.5636053,5.2933164e+03
 354.5840380,5.2819990e+03
 354.6044709,5.2990337e+03
 354.6249039,5.2919932e+03
 354.6453367,5.2854272e+03
 354.6657696,5.2884556e+03
 354.6862026,5.2915576e+03
 354.7066354,5.2883408e+03
 354.7270683,5.2868823e+03
 354.7475013,5.2880034e+03
 354.7679341,5.2908647e+03
 354.7883670,5.2914585e+03
 354.8087999,5.2884868e+03
 354.8292328,5.2924624e+03
 354.8496657,5.2983203e+03
 354.8700986,5.2929106e+03
 354.8905316,5.2894380e+03
 354.9109643,5.2850913e+03
 354.9313972,5.2940181e+03
 354.9518301,5.2815420e+03
 354.9722630,5.2887456e+03
 354.9926959,5.2861797e+03
 355.0131288,5.2838730e+03
 355.0335617,5.2999722e+03
 355.0539945,5.2950435e+03
 355.0744274,5.2876714e+03
 355.0948604,5.2971978e+03
 355.1152933,5.2866523e+03
 355.1357261,5.2952617e+03
 355.1561591,5.2935840e+03
 355.1765920,5.2948398e+03
 355.1970248,5.2952651e+03
 355.2174578,5.2881914e+03
 355.2378907,5.2908442e+03
 355.2583235,5.2995991e+03
 355.2787564,5.2999175e+03
 355.2991894,5.2831250e+03
 355.3196222,5.3040840e+03
 355.3400551,5.2924995e+03
 355.3604881,5.2842847e+03
 355.3809209,5.2933237e+03
 355.4013538,         null
 355.4217868,5.2957192e+03
 355.4422197,5.2920195e+03
 355.4626525,5.3021831e+03
 355.4830855,5.3004282e+03
 355.5035184,5.2941914e+03
 355.5239512,5.2941011e+03
 355.5443841,5.2990942e+03
 355.5648171,5.2951162e+03
 355.5852499,5.2943047e+03
 355.6056828,5.2945034e+03
 355.6261158,5.2898687e+03
 355.6465486,5.2919575e+03
 355.6669815,5.2962749e+03
 355.6874145,5.3015503e+03
 355.7078474,5.2899722e+03
 355.7282802,5.2882476e+03
 355.7487132,5.2922139e+03
 355.7691461,5.2956416e+03
 355.7895789,5.2914653e+03
 355.8100118,5.2902969e+03
 355.8304447,5.2929004e+03
 355.8508776,5.2888706e+03
 355.8713105,5.2948560e+03
 355.8917434,5.2930542e+03
 355.9121763,5.2954307e+03
 355.9326091,5.2898447e+03
 355.9530421,5.2896387e+03
 355.9734750,5.2884683e+03
 355.9939079,5.2976577e+03
 356.0143408,5.3025439e+03
 356.0347737,5.3002002e+03
 356.0552066,5.2979185e+03
 356.0756395,5.2907676e+03
 356.0960725,5.2865889e+03
 356.1165054,5.2877412e+03
 356.1369382,5.2965078e+03
 356.1573712,5.2974697e+03
 356.1778041,5.3054224e+03
 356.1982369,5.2912119e+03
 356.2186699,5.2873774e+03
 356.2391028,5.2874688e+03
 356.2595356,5.2927554e+03
 356.2799686,5.2997935e+03
 356.3004015,5.2933379e+03
 356.3208344,5.2913521e+03
 356.3412672,5.2932544e+03
 356.3617002,5.2918184e+03
 356.3821331,5.2901108e+03
 356.4025660,5.2950210e+03
 356.4229990,5.2979424e+03
 356.4434319,5.2946528e+03
 356.4638647,5.2961621e+03
 356.4842977,5.2972808e+03
 356.5047306,5.2861216e+03
 356.5251634,5.2878667e+03
 356.5455963,5.2903208e+03
 356.5660293,5.2998291e+03
 356.5864622,5.2868823e+03
 356.6068950,5.2896914e+03
 356.6273281,5.2968604e+03
 356.6477609,5.2978735e+03
 356.6681938,5.2939141e+03
 356.6886268,5.2979658e+03
 356.7090596,5.2908975e+03
 356.7294925,5.2925044e+03
 356.7499255,5.2854321e+03
 356.7703583,5.2968501e+03
 356.7907912,5.2884438e+03
 356.8112242,5.2928218e+03
 356.8316571,5.2851997e+03
 356.8520900,5.3093188e+03
 356.8725229,5.2950146e+03
 356.8929558,5.3026270e+03
 356.9133887,5.2989023e+03
 356.9338216,5.2854966e+03
 356.9542546,5.2906914e+03
 356.9746875,5.3014424e+03
 356.9951204,5.2953599e+03
 357.0155534,5.2962056e+03
 357.0359862,5.2921260e+03
 357.0564191,5.2912075e+03
 357.0768519,5.2916567e+03
 357.0972849,5.2828677e+03
 357.1177178,5.2931943e+03
 357.1381507,5.2891582e+03
 357.1585837,5.2887939e+03
 357.1790166,5.2951807e+03
 357.1994495,5.2910605e+03
 357.2198824,5.2914238e+03
 357.2403153,5.2885996e+03
 357.2607482,5.2888638e+03
 357.2811813,5.2976377e+03
 357.3016141,5.2905830e+03
 357.3220470,5.2892993e+03
 357.3424798,5.2940146e+03
 357.3629128,5.2846255e+03
 357.3833457,5.2934375e+03
 357.4037786,5.2942134e+03
 357.4242116,5.3039531e+03
 357.4446445,5.2877573e+03
 357.4650774,5.2951079e+03
 357.4855103,5.2893804e+03
 357.5059432,5.2867095e+03
 357.5263761,5.2932290e+03
 357.5468090,5.2967646e+03
 357.5672420,5.2913999e+03
 357.5876748,5.2946841e+03
 357.6081077,5.2901533e+03
 357.6285408,5.2931401e+03
 357.6489736,5.2881162e+03
 357.6694065,5.2855581e+03
 357.6898395,5.2940239e+03
 357.7102723,5.2890664e+03
 357.7307053,5.2885493e+03
 357.7511383,5.2901650e+03
 357.7715711,5.2874390e+03
 357.7920040,5.2941479e+03
 357.8124369,5.2870908e+03
 357.8328700,5.2844653e+03
 357.8533028,5.2959795e+03
 357.8737357,5.2855522e+03
 357.8941687,5.2917612e+03
 357.9146015,5.2927085e+03
 357.9350345,5.2900352e+03
 357.9554675,5.2823682e+03
 357.9759003,5.2835020e+03
 357.9963332,5.2815620e+03
 358.0167662,5.2880015e+03
 358.0371991,5.2915107e+03
 358.0576320,5.2941328e+03
 358.0780649,5.2846572e+03
 358.0984978,5.2805327e+03
 358.1189308,5.2844277e+03
 358.1393637,5.2958687e+03
