        TIME,  PDCSAP_FLUX
 539.4496176,         null
 539.4700519,1.4974000e+04
 539.4904861,1.4972615e+04
 539.5109204,1.4982052e+04
 539.5313545,1.4991345e+04
 539.5517887,1.4982809e+04
 539.5722230,1.4976030e+04
 539.5926571,1.4976799e+04
 539.6130913,1.4986711e+04
 539.6335256,1.4980077e+04
 539.6539597,1.4978164e+04
 539.6743939,1.4981862e+04
 539.6948283,1.4975524e+04
 539.7152625,1.4976812e+04
 539.7356966,1.4973069e+04
 539.7561309,1.4972607e+04
 539.7765651,1.4986181e+04
 539.7969992,1.4975521e+04
 539.8174335,1.4974257e+04
 539.8378676,1.4982748e+04
 539.8583019,1.4976693e+04
 539.8787361,1.4976975e+04
 539.8991702,1.4976241e+04
 539.9196045,1.4978951e+04
 539.9400387,1.4975679e+04
 539.9604728,1.4978089e+04
 539.9809071,1.4969412e+04
 540.0013413,1.4994932e+04
 540.0217754,1.4974381e+04
 540.0422097,1.4982417e+04
 540.0626439,1.4979169e+04
 540.0830781,1.4969207e+04
 540.1035123,1.4978762e+04
 540.1239465,1.4967013e+04
 540.1443808,1.4977602e+04
 540.1648149,1.4971262e+04
 540.1852491,1.4977440e+04
 540.2056834,1.4971986e+04
 540.2261176,1.4978373e+04
 540.2465517,1.4977232e+04
 540.2669860,1.4990526e+04
 540.2874202,1.4972029e+04
 540.3078544,1.4993729e+04
 540.3282887,1.4979590e+04
 540.3487229,1.4980225e+04
 540.3691570,1.4975756e+04
 540.3895913,1.4979193e+04
 540.4100255,1.4978185e+04
 540.4304596,1.4970051e+04
 540.4508939,1.4974459e+04
 540.4713280,1.4978885e+04
 540.4917623,1.4973854e+04
 540.5121965,1.4974181e+04
 540.5326305,1.4995027e+04
 540.5530648,1.4981325e+04
 540.5734990,1.4982169e+04
 540.5939332,1.4975548e+04
 540.6143674,1.4978569e+04
 540.6348016,1.4972520e+04
 540.6552358,1.4981474e+04
 540.6756700,1.4985140e+04
 540.6961042,1.4985704e+04
 540.7165384,1.4980219e+04
 540.7369727,1.4981518e+04
 540.7574068,1.4977369e+04
 540.7778411,1.4976364e+04
 540.7982753,1.4984318e+04
 540.8187094,1.4981356e+04
 540.8391437,1.4969910e+04
 540.8595779,1.4975292e+04
 540.8800120,1.4976756e+04
 540.9004463,1.4977323e+04
 540.9208805,1.4981847e+04
 540.9413146,1.4984687e+04
 540.9617489,1.4975427e+04
 540.9821831,1.4981505e+04
 541.0026172,1.4974465e+04
 541.0230515,1.4984218e+04
 541.0434857,1.4981751e+04
 541.0639200,1.4981778e+04
 541.0843541,1.4976710e+04
 541.1047883,         null
 541.1252224,1.4988866e+04
 541.1456566,1.4976481e+04
 541.1660908,1.4985927e+04
 541.1865250,1.4976735e+04
 541.2069592,1.4981635e+04
 541.2273934,1.4973977e+04
 541.2478276,1.4981123e+04
 541.2682618,1.4978230e+04
 541.2886960,1.4976253e+04
 541.3091303,1.4973572e+04
 541.3295644,1.4969723e+04
 541.3499987,1.4965351e+04
 541.3704329,1.4981796e+04
 541.3908670,1.4976823e+04
 541.4113012,1.4976561e+04
 541.4317354,1.4982013e+04
 541.4521695,1.4967774e+04
 541.4726038,1.4978837e+04
 541.4930380,1.4977189e+04
 541.5134721,1.4980368e+04
 541.5339064,1.4983528e+04
 541.5543406,1.4975706e+04
 541.5747748,1.4976932e+04
 541.5952090,1.4977467e+04
 541.6156432,1.4980480e+04
 541.6360773,1.4984047e+04
 541.6565115,1.4978856e+04
 541.6769457,1.4977708e+04
 541.6973800,1.4987780e+04
 541.7178141,1.4975352e+04
 541.7382483,1.4979393e+04
 541.7586826,1.4978699e+04
 541.7791168,1.4974863e+04
 541.7995509,1.4970704e+04
 541.8199851,1.4983953e+04
 541.8404192,1.4965296e+04
 541.8608534,1.4981593e+04
 541.8812877,1.4974181e+04
 541.9017218,1.4974966e+04
 541.9221560,1.4974514e+04
 541.9425903,1.4974915e+04
 541.9630244,1.4973174e+04
 541.9834586,1.4973065e+04
 542.0038928,1.4971710e+04
 542.0243269,1.4971861e+04
 542.0447612,1.4984285e+04
 542.0651954,1.4984817e+04
 542.0856295,1.4975508e+04
 542.1060638,1.4983938e+04
 542.1264980,1.4976022e+04
 542.1469321,1.4976718e+04
 542.1673663,1.4975593e+04
 542.1878005,1.4970234e+04
 542.2082347,1.4972799e+04
 542.2286690,1.4979020e+04
 542.2491031,1.4975472e+04
 542.2695373,1.4981532e+04
 542.2899715,1.4976390e+04
 542.3104056,1.4978673e+04
 542.3308399,1.4975387e+04
 542.3512741,1.4975104e+04
 542.3717082,1.4971708e+04
 542.3921425,1.4975749e+04
 542.4125766,1.4977251e+04
 542.4330107,1.4979100e+04
 542.4534450,1.4970628e+04
 542.4738792,1.4982043e+04
 542.4943133,1.4980574e+04
 542.5147475,1.4973499e+04
 542.5351816,1.4980949e+04
 542.5556159,1.4982699e+04
 542.5760501,1.4980590e+04
 542.5964842,1.4984867e+04
 542.6169185,1.4977131e+04
 542.6373526,1.4977677e+04
