        TIME,  PDCSAP_FLUX
 539.4495425,         null
 539.4699769,7.9456133e+03
 539.4904111,7.8990859e+03
 539.5108455,7.8739194e+03
 539.5312796,7.8399668e+03
 539.5517138,7.8123701e+03
 539.5721482,7.7823452e+03
 539.5925823,7.7291270e+03
 539.6130165,7.6908599e+03
 539.6334509,7.6631831e+03
 539.6538850,7.6511182e+03
 539.6743193,7.7374873e+03
 539.6947536,7.6593813e+03
 539.7151878,7.6787192e+03
 539.7356220,7.7093691e+03
 539.7560563,7.7493525e+03
 539.7764905,7.7904082e+03
 539.7969247,7.8320898e+03
 539.8173590,7.8810654e+03
 539.8377932,7.8310415e+03
 539.8582275,7.7880649e+03
 539.8786617,7.7388438e+03
 539.8990959,7.6743770e+03
 539.9195302,7.6103257e+03
 539.9399644,7.5541787e+03
 539.9603986,7.5162378e+03
 539.9808329,7.4779785e+03
 540.0012671,7.3570908e+03
 540.0217013,7.2732388e+03
 540.0421356,7.2885645e+03
 540.0625698,7.3434463e+03
 540.0830041,7.4697529e+03
 540.1034383,7.5664180e+03
 540.1238725,7.6309658e+03
 540.1443069,7.7055332e+03
 540.1647410,7.7858628e+03
 540.1851752,7.8633643e+03
 540.2056096,7.9323687e+03
 540.2260438,7.9907852e+03
 540.2464779,8.0243965e+03
 540.2669123,8.0430693e+03
 540.2873465,8.0297656e+03
 540.3077806,8.0018062e+03
 540.3282150,7.9650835e+03
 540.3486492,7.9234478e+03
 540.3690833,7.8746426e+03
 540.3895177,7.8342500e+03
 540.4099519,7.7903511e+03
 540.4303860,7.7583677e+03
 540.4508204,7.7320288e+03
 540.4712545,7.7238159e+03
 540.4916888,7.7214487e+03
 540.5121231,7.7339995e+03
 540.5325572,7.7482051e+03
 540.5529915,7.7775732e+03
 540.5734258,7.8127671e+03
 540.5938600,7.8624360e+03
 540.6142942,7.9136797e+03
 540.6347284,7.9342852e+03
 540.6551627,7.9306758e+03
 540.6755969,7.9031509e+03
 540.6960311,7.8672393e+03
 540.7164654,7.8024619e+03
 540.7368997,7.7222793e+03
 540.7573338,7.6478081e+03
 540.7777681,7.5826206e+03
 540.7982024,7.5214209e+03
 540.8186365,7.3908345e+03
 540.8390708,7.3106079e+03
 540.8595051,7.3321426e+03
 540.8799392,7.3979819e+03
 540.9003735,7.5256499e+03
 540.9208077,7.6094131e+03
 540.9412419,7.6935508e+03
 540.9616762,7.7741787e+03
 540.9821104,7.8496060e+03
 541.0025446,7.9413750e+03
 541.0229789,8.0050498e+03
 541.0434131,8.0423813e+03
 541.0638474,8.0717900e+03
 541.0842816,8.0787554e+03
 541.1047158,         null
 541.1251500,8.0317236e+03
 541.1455842,7.9951187e+03
 541.1660185,7.9509136e+03
 541.1864527,7.9146621e+03
 541.2068869,7.8669229e+03
 541.2273211,7.8172642e+03
 541.2477554,7.7787256e+03
 541.2681896,7.7500415e+03
 541.2886238,7.7401216e+03
 541.3090581,7.7455503e+03
 541.3294923,7.7472095e+03
 541.3499266,7.7676396e+03
 541.3703608,7.7998159e+03
 541.3907949,7.8415679e+03
 541.4112293,7.8859893e+03
 541.4316635,7.9367896e+03
 541.4520976,7.9721851e+03
 541.4725319,7.9700796e+03
 541.4929661,7.9487817e+03
 541.5134003,7.9046372e+03
 541.5338346,7.8272427e+03
 541.5542688,7.7534775e+03
 541.5747030,7.6748516e+03
 541.5951373,7.6065361e+03
 541.6155715,7.5475347e+03
 541.6360057,7.4100723e+03
 541.6564399,7.3418887e+03
 541.6768741,7.3506763e+03
 541.6973085,7.4314912e+03
 541.7177426,7.5557661e+03
 541.7381768,7.6408076e+03
 541.7586111,7.7061079e+03
 541.7790454,7.7822729e+03
 541.7994795,7.8706636e+03
 541.8199138,7.9454219e+03
 541.8403479,8.0042041e+03
 541.8607821,8.0585112e+03
 541.8812165,8.0907969e+03
 541.9016506,8.0954829e+03
 541.9220848,8.0880444e+03
 541.9425191,8.0463857e+03
 541.9629532,8.0135063e+03
 541.9833876,7.9708926e+03
 542.0038218,7.9267583e+03
 542.0242559,7.8808423e+03
 542.0446902,7.8311904e+03
 542.0651244,7.7926509e+03
 542.0855585,7.7607935e+03
 542.1059929,7.7406079e+03
 542.1264271,7.7448887e+03
 542.1468613,7.7554780e+03
 542.1672955,7.7704248e+03
 542.1877297,7.8009468e+03
 542.2081639,7.8470215e+03
 542.2285983,7.8893184e+03
 542.2490324,7.9444165e+03
 542.2694667,7.9676743e+03
 542.2899009,7.9620850e+03
 542.3103350,7.9439980e+03
 542.3307693,7.8979146e+03
 542.3512036,7.8294580e+03
 542.3716377,7.7596431e+03
 542.3920720,7.6867837e+03
 542.4125062,7.6309180e+03
 542.4329403,7.5570640e+03
 542.4533746,7.4127817e+03
 542.4738089,7.3682744e+03
 542.4942430,7.3762461e+03
 542.5146773,7.4529390e+03
 542.5351114,7.5816348e+03
 542.5555457,7.6705845e+03
 542.5759799,7.7298359e+03
 542.5964140,7.8122295e+03
 542.6168484,7.8917363e+03
 542.6372826,7.9716709e+03
 542.6577168,8.0393066e+03
 542.6781510,8.0838765e+03
 542.6985852,8.1087192e+03
 542.7190194,8.1173247e+03
 542.7394536,8.0969043e+03
 542.7598878,8.0705942e+03
 542.7803221,8.0289419e+03
 542.8007564,7.9885020e+03
 542.8211905,7.9460146e+03
 542.8416247,7.8990273e+03
 542.8620590,7.8375371e+03
 542.8824931,7.8036118e+03
 542.9029274,7.7684639e+03
 542.9233616,7.7606240e+03
 542.9437958,7.7611509e+03
 542.9642301,7.7618662e+03
 542.9846643,7.7747236e+03
 543.0050984,7.8128613e+03
 543.0255327,7.8618701e+03
 543.0459669,7.9066187e+03
 543.0664011,7.9530425e+03
 543.0868353,7.9785859e+03
 543.1072695,7.9767500e+03
 543.1277037,7.9495181e+03
 543.1481380,7.9065498e+03
 543.1685722,7.8329160e+03
 543.1890064,7.7546548e+03
 543.2094406,7.6822676e+03
 543.2298748,7.6191006e+03
